id,description,gender,age,country,mood,product_fit
6243,"icy mint, peony, lemon zest",unisex,25,Indonesia,fresh,Dishwashing Fresh Lemon (Fairy)
6244,"fresh linen, baby powder, coconut cream",male,54,Germany,sporty,Baby Care (Pampers)
6245,"orchid, sandalwood, grapefruit",unisex,13,United Kingdom,calming,Laundry Fresh (Ariel/Tide)
6246,"tonka bean, rose petals, orange peel",male,48,Brazil,sporty,Laundry Fresh (Ariel/Tide)
6247,"clean eucalyptus, baby powder, tonka bean",unisex,41,Singapore,calming,Baby Care (Pampers)
6248,"white musk, grapefruit, clean eucalyptus",male,54,France,warm,Laundry Fresh (Ariel/Tide)
6249,"mandarin, vanilla, amberwood",male,62,South Africa,fresh,Laundry Fresh (Ariel/Tide)
6250,"tonka bean, orchid, soft cotton",unisex,78,Turkey,energising,Baby Care (Pampers)
6251,"fresh linen, vanilla, sandalwood",female,24,South Korea,calming,Fresh Menthol Shampoo (Head & Shoulders)
6252,"smoky spice, caramel, ocean breeze",unisex,21,Japan,fresh,Fresh Menthol Shampoo (Head & Shoulders)
6253,"fresh linen, sugar musk, mint herb",unisex,63,UAE,warm,Fresh Menthol Shampoo (Head & Shoulders)
6254,"orange peel, lavender, tonka bean",male,44,Turkey,gentle,Laundry Fresh (Ariel/Tide)
6255,"soft cotton, smoky spice, sage",male,65,Turkey,energising,Baby Care (Pampers)
6256,"powdery floral, vetiver, lavender",female,43,Egypt,gentle,Baby Care (Pampers)
6257,"powdery floral, caramel, chamomile",female,40,India,gentle,Baby Care (Pampers)
6258,"amberwood, green tea, caramel",female,67,Pakistan,fresh,Fresh Menthol Shampoo (Head & Shoulders)
6259,"vanilla, lemongrass, lavender",unisex,69,Australia,gentle,Warm Floral Skin Care (Olay)
6260,"mandarin, basil, sugar musk",female,28,Vietnam,calming,Laundry Fresh (Ariel/Tide)
6261,"tonka bean, vetiver, mandarin",male,76,Sweden,sporty,Laundry Fresh (Ariel/Tide)
6262,"orange peel, baby powder, cedarwood",male,58,China,energising,Laundry Fresh (Ariel/Tide)
6263,"powdery floral, bergamot, smoky spice",male,44,Philippines,gentle,Laundry Fresh (Ariel/Tide)
6264,"coconut cream, ocean breeze, grapefruit",female,43,Brazil,sporty,Laundry Fresh (Ariel/Tide)
6265,"icy mint, rose petals, sage",unisex,40,Indonesia,energising,Fresh Menthol Shampoo (Head & Shoulders)
6266,"chamomile, basil, cedarwood",female,35,New Zealand,gentle,Warm Floral Skin Care (Olay)
6267,"cedarwood, grapefruit, vanilla",female,75,South Korea,gentle,Laundry Fresh (Ariel/Tide)
6268,"grapefruit, powdery floral, sandalwood",unisex,65,Germany,gentle,Laundry Fresh (Ariel/Tide)
6269,"vanilla, vetiver, basil",male,40,China,warm,Men’s Grooming (Gillette)
6270,"mandarin, coconut cream, thyme",unisex,79,Mexico,sporty,Laundry Fresh (Ariel/Tide)
6271,"bergamot, amberwood, icy mint",male,27,Japan,energising,Laundry Fresh (Ariel/Tide)
6272,"white musk, ocean breeze, sandalwood",male,70,Thailand,gentle,Baby Care (Pampers)
6273,"cedarwood, green tea, chamomile",unisex,17,Indonesia,sporty,Fresh Menthol Shampoo (Head & Shoulders)
6274,"mint herb, tonka bean, sandalwood",unisex,52,United States,calming,Men’s Grooming (Gillette)
6275,"ocean breeze, sage, mandarin",unisex,41,UAE,fresh,Laundry Fresh (Ariel/Tide)
6276,"coconut cream, chamomile, baby powder",unisex,36,Nigeria,fresh,Baby Care (Pampers)
6277,"mandarin, vanilla, soft cotton",female,18,South Africa,calming,Laundry Fresh (Ariel/Tide)
6278,"sugar musk, baby powder, smoky spice",unisex,66,Spain,warm,Baby Care (Pampers)
6279,"coconut cream, ocean breeze, mint herb",female,79,Brazil,calming,Fresh Menthol Shampoo (Head & Shoulders)
6280,"basil, white musk, bergamot",unisex,24,India,gentle,Laundry Fresh (Ariel/Tide)
6281,"clean eucalyptus, cedarwood, rose petals",unisex,78,China,warm,Fresh Menthol Shampoo (Head & Shoulders)
6282,"sandalwood, vanilla, basil",female,13,UAE,calming,Men’s Grooming (Gillette)
6283,"rosemary, vetiver, soft cotton",male,67,China,sporty,Baby Care (Pampers)
6284,"sage, cedarwood, orange peel",male,45,New Zealand,warm,Laundry Fresh (Ariel/Tide)
6285,"grapefruit, green tea, chamomile",male,31,United States,fresh,Laundry Fresh (Ariel/Tide)
6286,"sugar musk, basil, vetiver",male,14,India,fresh,Men’s Grooming (Gillette)
6287,"clean eucalyptus, white musk, vanilla",unisex,14,Japan,calming,Baby Care (Pampers)
6288,"smoky spice, orange peel, soft cotton",unisex,23,Bangladesh,calming,Laundry Fresh (Ariel/Tide)
6289,"soft cotton, lavender, mint herb",unisex,24,South Korea,warm,Baby Care (Pampers)
6290,"sage, chamomile, fresh linen",unisex,26,Turkey,gentle,Fresh Menthol Shampoo (Head & Shoulders)
6291,"sandalwood, sage, chamomile",unisex,64,UAE,warm,Warm Floral Skin Care (Olay)
6292,"icy mint, lemon zest, vanilla",unisex,17,United States,sporty,Dishwashing Fresh Lemon (Fairy)
6293,"white musk, tonka bean, chamomile",female,18,Italy,calming,Baby Care (Pampers)
6294,"fresh linen, peony, lemon zest",female,56,Philippines,fresh,Dishwashing Fresh Lemon (Fairy)
6295,"white musk, smoky spice, clean eucalyptus",female,52,Brazil,fresh,Baby Care (Pampers)
6296,"tonka bean, rosemary, powdery floral",unisex,67,France,sporty,Baby Care (Pampers)
6297,"tonka bean, soft cotton, chamomile",female,53,Japan,fresh,Baby Care (Pampers)
6298,"icy mint, basil, baby powder",female,25,Egypt,energising,Baby Care (Pampers)
6299,"cedarwood, rose petals, grapefruit",male,21,Sweden,gentle,Laundry Fresh (Ariel/Tide)
6300,"orchid, ocean breeze, amberwood",unisex,80,Philippines,fresh,Fresh Menthol Shampoo (Head & Shoulders)
6301,"lavender, lemongrass, sandalwood",female,22,Spain,energising,Warm Floral Skin Care (Olay)
6302,"orange peel, chamomile, mint herb",female,24,Thailand,calming,Laundry Fresh (Ariel/Tide)
6303,"green tea, sage, cedarwood",female,77,Nigeria,energising,Fresh Menthol Shampoo (Head & Shoulders)
6304,"vetiver, chamomile, clean eucalyptus",male,72,France,energising,Fresh Menthol Shampoo (Head & Shoulders)
6305,"thyme, vetiver, green tea",unisex,63,South Africa,sporty,Fresh Menthol Shampoo (Head & Shoulders)
6306,"soft cotton, peony, sugar musk",female,53,India,gentle,Baby Care (Pampers)
6307,"peony, sandalwood, ocean breeze",female,79,Australia,sporty,Fresh Menthol Shampoo (Head & Shoulders)
6308,"grapefruit, mint herb, sandalwood",female,31,Egypt,sporty,Laundry Fresh (Ariel/Tide)
6309,"vetiver, icy mint, coconut cream",female,51,Saudi Arabia,warm,Fresh Menthol Shampoo (Head & Shoulders)
6310,"soft cotton, rosemary, orange peel",unisex,78,Thailand,sporty,Laundry Fresh (Ariel/Tide)
6311,"orchid, sandalwood, clean eucalyptus",male,40,Brazil,calming,Fresh Menthol Shampoo (Head & Shoulders)
6312,"ocean breeze, tonka bean, baby powder",unisex,55,Indonesia,energising,Baby Care (Pampers)
6313,"baby powder, lime, sandalwood",unisex,19,Mexico,fresh,Dishwashing Fresh Lemon (Fairy)
6314,"soft cotton, smoky spice, jasmine",male,78,Thailand,calming,Baby Care (Pampers)
6315,"fresh linen, mint herb, cedarwood",male,46,United States,energising,Fresh Menthol Shampoo (Head & Shoulders)
6316,"white musk, mint herb, grapefruit",female,23,Germany,warm,Laundry Fresh (Ariel/Tide)
6317,"caramel, fresh linen, baby powder",unisex,13,India,calming,Baby Care (Pampers)
6318,"powdery floral, lemongrass, clean eucalyptus",unisex,16,Italy,sporty,Baby Care (Pampers)
6319,"rose petals, green tea, cedarwood",male,50,South Korea,calming,Fresh Menthol Shampoo (Head & Shoulders)
6320,"jasmine, grapefruit, powdery floral",unisex,71,Japan,warm,Laundry Fresh (Ariel/Tide)
6321,"icy mint, powdery floral, vetiver",female,59,Egypt,fresh,Baby Care (Pampers)
6322,"powdery floral, orange peel, thyme",unisex,37,Egypt,fresh,Laundry Fresh (Ariel/Tide)
6323,"jasmine, ocean breeze, soft cotton",unisex,49,Brazil,sporty,Baby Care (Pampers)
6324,"lemon zest, tonka bean, orchid",female,59,Turkey,sporty,Dishwashing Fresh Lemon (Fairy)
6325,"lavender, mint herb, bergamot",unisex,21,Mexico,warm,Laundry Fresh (Ariel/Tide)
6326,"sage, chamomile, caramel",female,64,Singapore,gentle,Warm Floral Skin Care (Olay)
6327,"baby powder, chamomile, vetiver",female,78,United Kingdom,fresh,Baby Care (Pampers)
6328,"sandalwood, thyme, white musk",female,41,Germany,warm,Baby Care (Pampers)
6329,"orange peel, jasmine, smoky spice",male,55,Thailand,energising,Laundry Fresh (Ariel/Tide)
6330,"caramel, mint herb, vetiver",female,52,Bangladesh,warm,Men’s Grooming (Gillette)
6331,"coconut cream, cedarwood, lavender",female,77,Spain,calming,Warm Floral Skin Care (Olay)
6332,"amberwood, ocean breeze, sage",unisex,25,Malaysia,fresh,Fresh Menthol Shampoo (Head & Shoulders)
6333,"mint herb, green tea, amberwood",female,57,United States,fresh,Fresh Menthol Shampoo (Head & Shoulders)
6334,"mint herb, green tea, soft cotton",unisex,53,Vietnam,warm,Baby Care (Pampers)
6335,"peony, mandarin, rosemary",unisex,13,Malaysia,gentle,Laundry Fresh (Ariel/Tide)
6336,"clean eucalyptus, powdery floral, lemon zest",unisex,41,Singapore,fresh,Dishwashing Fresh Lemon (Fairy)
6337,"basil, tonka bean, smoky spice",unisex,57,Turkey,sporty,Men’s Grooming (Gillette)
6338,"caramel, sage, clean eucalyptus",unisex,45,Bangladesh,gentle,Fresh Menthol Shampoo (Head & Shoulders)
6339,"lavender, amberwood, green tea",male,48,Vietnam,gentle,Fresh Menthol Shampoo (Head & Shoulders)
6340,"rosemary, white musk, clean eucalyptus",unisex,33,Indonesia,energising,Baby Care (Pampers)
6341,"powdery floral, ocean breeze, amberwood",female,56,Thailand,energising,Baby Care (Pampers)
6342,"vanilla, sandalwood, powdery floral",unisex,71,France,energising,Baby Care (Pampers)
6343,"orchid, powdery floral, orange peel",unisex,13,France,fresh,Laundry Fresh (Ariel/Tide)
6344,"rosemary, jasmine, lime",female,26,Singapore,sporty,Dishwashing Fresh Lemon (Fairy)
6345,"baby powder, ocean breeze, amberwood",female,40,Malaysia,fresh,Baby Care (Pampers)
6346,"orchid, vetiver, powdery floral",unisex,40,Mexico,warm,Baby Care (Pampers)
6347,"orchid, lemon zest, tonka bean",male,29,Italy,sporty,Dishwashing Fresh Lemon (Fairy)
6348,"coconut cream, bergamot, rosemary",unisex,52,India,gentle,Laundry Fresh (Ariel/Tide)
6349,"rosemary, sandalwood, grapefruit",female,54,Nigeria,calming,Laundry Fresh (Ariel/Tide)
6350,"soft cotton, cedarwood, fresh linen",male,62,UAE,calming,Baby Care (Pampers)
6351,"soft cotton, clean eucalyptus, orange peel",female,44,Vietnam,fresh,Laundry Fresh (Ariel/Tide)
6352,"thyme, clean eucalyptus, lavender",unisex,64,Bangladesh,gentle,Fresh Menthol Shampoo (Head & Shoulders)
6353,"grapefruit, basil, peony",unisex,23,Brazil,calming,Laundry Fresh (Ariel/Tide)
6354,"coconut cream, ocean breeze, amberwood",male,79,Malaysia,calming,Fresh Menthol Shampoo (Head & Shoulders)
6355,"baby powder, lime, lemongrass",female,70,Japan,gentle,Dishwashing Fresh Lemon (Fairy)
6356,"tonka bean, mint herb, fresh linen",female,65,Egypt,warm,Fresh Menthol Shampoo (Head & Shoulders)
6357,"white musk, basil, rose petals",unisex,29,Japan,sporty,Baby Care (Pampers)
6358,"soft cotton, green tea, mandarin",unisex,56,Germany,calming,Laundry Fresh (Ariel/Tide)
6359,"soft cotton, grapefruit, amberwood",unisex,17,United States,fresh,Laundry Fresh (Ariel/Tide)
6360,"soft cotton, mint herb, sugar musk",male,57,India,sporty,Baby Care (Pampers)
6361,"lemongrass, icy mint, baby powder",male,74,United Kingdom,warm,Baby Care (Pampers)
6362,"thyme, vetiver, clean eucalyptus",male,59,UAE,gentle,Fresh Menthol Shampoo (Head & Shoulders)
6363,"vanilla, clean eucalyptus, white musk",male,52,South Korea,warm,Baby Care (Pampers)
6364,"grapefruit, green tea, vanilla",unisex,33,France,calming,Laundry Fresh (Ariel/Tide)
6365,"fresh linen, tonka bean, orange peel",female,77,Australia,fresh,Laundry Fresh (Ariel/Tide)
6366,"icy mint, amberwood, soft cotton",male,74,Vietnam,fresh,Baby Care (Pampers)
6367,"chamomile, coconut cream, vetiver",male,55,Vietnam,gentle,Warm Floral Skin Care (Olay)
6368,"sandalwood, green tea, baby powder",unisex,30,Malaysia,energising,Baby Care (Pampers)
6369,"jasmine, grapefruit, coconut cream",male,33,Australia,calming,Laundry Fresh (Ariel/Tide)
6370,"white musk, cedarwood, green tea",male,13,India,energising,Baby Care (Pampers)
6371,"fresh linen, soft cotton, lime",female,21,Egypt,gentle,Dishwashing Fresh Lemon (Fairy)
6372,"rose petals, baby powder, ocean breeze",unisex,48,Vietnam,gentle,Baby Care (Pampers)
6373,"vetiver, green tea, mint herb",male,33,Thailand,energising,Fresh Menthol Shampoo (Head & Shoulders)
6374,"soft cotton, rosemary, coconut cream",female,52,Canada,fresh,Baby Care (Pampers)
6375,"smoky spice, thyme, soft cotton",male,75,Brazil,fresh,Baby Care (Pampers)
6376,"grapefruit, baby powder, fresh linen",female,44,Spain,energising,Laundry Fresh (Ariel/Tide)
6377,"tonka bean, baby powder, lavender",unisex,61,India,gentle,Baby Care (Pampers)
6378,"basil, peony, cedarwood",female,31,China,energising,Warm Floral Skin Care (Olay)
6379,"baby powder, mandarin, rose petals",female,18,Saudi Arabia,gentle,Laundry Fresh (Ariel/Tide)
6380,"vetiver, coconut cream, lemon zest",unisex,54,Spain,gentle,Dishwashing Fresh Lemon (Fairy)
6381,"lime, soft cotton, cedarwood",female,15,China,calming,Dishwashing Fresh Lemon (Fairy)
6382,"lavender, ocean breeze, smoky spice",female,59,New Zealand,energising,Fresh Menthol Shampoo (Head & Shoulders)
6383,"jasmine, coconut cream, lime",female,39,China,warm,Dishwashing Fresh Lemon (Fairy)
6384,"icy mint, white musk, smoky spice",unisex,51,Indonesia,fresh,Baby Care (Pampers)
6385,"powdery floral, basil, icy mint",female,34,Pakistan,warm,Baby Care (Pampers)
6386,"smoky spice, green tea, white musk",male,74,Germany,calming,Baby Care (Pampers)
6387,"rose petals, coconut cream, mint herb",female,51,Pakistan,fresh,Warm Floral Skin Care (Olay)
6388,"thyme, ocean breeze, grapefruit",unisex,62,Philippines,gentle,Laundry Fresh (Ariel/Tide)
6389,"green tea, caramel, lemongrass",female,45,Sweden,fresh,Fresh Menthol Shampoo (Head & Shoulders)
6390,"lemongrass, orchid, vetiver",female,65,Indonesia,fresh,Warm Floral Skin Care (Olay)
6391,"orange peel, coconut cream, rose petals",male,73,Australia,gentle,Laundry Fresh (Ariel/Tide)
6392,"peony, cedarwood, sugar musk",male,77,Nigeria,calming,Warm Floral Skin Care (Olay)
6393,"lemongrass, peony, amberwood",female,78,Philippines,energising,Warm Floral Skin Care (Olay)
6394,"coconut cream, baby powder, grapefruit",unisex,43,South Korea,fresh,Laundry Fresh (Ariel/Tide)
6395,"sugar musk, bergamot, sage",unisex,31,Vietnam,energising,Laundry Fresh (Ariel/Tide)
6396,"smoky spice, soft cotton, vanilla",unisex,62,South Korea,calming,Baby Care (Pampers)
6397,"clean eucalyptus, sugar musk, rosemary",female,64,New Zealand,energising,Fresh Menthol Shampoo (Head & Shoulders)
6398,"rose petals, soft cotton, caramel",unisex,57,Pakistan,calming,Baby Care (Pampers)
6399,"sugar musk, lavender, smoky spice",female,22,New Zealand,fresh,Warm Floral Skin Care (Olay)
6400,"basil, rose petals, vetiver",unisex,43,Brazil,fresh,Warm Floral Skin Care (Olay)
6401,"vanilla, ocean breeze, powdery floral",unisex,19,Bangladesh,gentle,Baby Care (Pampers)
6402,"coconut cream, baby powder, sandalwood",unisex,31,United States,fresh,Baby Care (Pampers)
6403,"basil, ocean breeze, soft cotton",male,58,Germany,sporty,Baby Care (Pampers)
6404,"cedarwood, caramel, sage",unisex,49,Germany,gentle,Men’s Grooming (Gillette)
6405,"amberwood, sugar musk, grapefruit",male,21,France,energising,Laundry Fresh (Ariel/Tide)
6406,"powdery floral, clean eucalyptus, sugar musk",female,52,Saudi Arabia,sporty,Baby Care (Pampers)
6407,"vetiver, orchid, mint herb",female,54,Turkey,sporty,Warm Floral Skin Care (Olay)
6408,"powdery floral, lemon zest, fresh linen",female,29,Turkey,calming,Dishwashing Fresh Lemon (Fairy)
6409,"soft cotton, jasmine, mandarin",unisex,19,Japan,warm,Laundry Fresh (Ariel/Tide)
6410,"mint herb, icy mint, vanilla",male,17,Egypt,gentle,Fresh Menthol Shampoo (Head & Shoulders)
6411,"mandarin, lavender, tonka bean",unisex,50,South Korea,warm,Laundry Fresh (Ariel/Tide)
6412,"basil, mandarin, powdery floral",male,17,Mexico,calming,Laundry Fresh (Ariel/Tide)
6413,"baby powder, rose petals, icy mint",unisex,78,Mexico,energising,Baby Care (Pampers)
6414,"vanilla, baby powder, green tea",female,44,Bangladesh,warm,Baby Care (Pampers)
6415,"lime, rosemary, vetiver",male,16,Pakistan,warm,Dishwashing Fresh Lemon (Fairy)
6416,"tonka bean, powdery floral, thyme",male,67,South Africa,calming,Baby Care (Pampers)
6417,"rose petals, coconut cream, ocean breeze",female,56,Germany,energising,Fresh Menthol Shampoo (Head & Shoulders)
6418,"orchid, caramel, baby powder",unisex,15,Spain,sporty,Baby Care (Pampers)
6419,"white musk, chamomile, icy mint",female,27,Spain,energising,Baby Care (Pampers)
6420,"jasmine, thyme, clean eucalyptus",unisex,68,China,calming,Fresh Menthol Shampoo (Head & Shoulders)
6421,"baby powder, bergamot, ocean breeze",male,23,Japan,warm,Laundry Fresh (Ariel/Tide)
6422,"rose petals, white musk, green tea",female,60,Pakistan,fresh,Baby Care (Pampers)
6423,"white musk, lavender, fresh linen",unisex,68,New Zealand,energising,Baby Care (Pampers)
6424,"icy mint, amberwood, powdery floral",female,74,Nigeria,fresh,Baby Care (Pampers)
6425,"clean eucalyptus, lime, amberwood",male,64,Malaysia,gentle,Dishwashing Fresh Lemon (Fairy)
6426,"soft cotton, chamomile, amberwood",male,27,Mexico,warm,Baby Care (Pampers)
6427,"cedarwood, grapefruit, chamomile",male,26,United Kingdom,warm,Laundry Fresh (Ariel/Tide)
6428,"soft cotton, jasmine, vetiver",female,39,Saudi Arabia,fresh,Baby Care (Pampers)
6429,"lavender, grapefruit, clean eucalyptus",male,79,Canada,energising,Laundry Fresh (Ariel/Tide)
6430,"lemon zest, cedarwood, ocean breeze",female,22,New Zealand,sporty,Dishwashing Fresh Lemon (Fairy)
6431,"mandarin, rose petals, white musk",unisex,50,UAE,fresh,Laundry Fresh (Ariel/Tide)
6432,"tonka bean, lemon zest, thyme",unisex,49,Australia,warm,Dishwashing Fresh Lemon (Fairy)
6433,"icy mint, basil, powdery floral",female,56,South Korea,sporty,Baby Care (Pampers)
6434,"thyme, vanilla, ocean breeze",female,48,Nigeria,energising,Fresh Menthol Shampoo (Head & Shoulders)
6435,"rose petals, powdery floral, rosemary",male,66,India,gentle,Baby Care (Pampers)
6436,"ocean breeze, mandarin, rose petals",female,69,United Kingdom,gentle,Laundry Fresh (Ariel/Tide)
6437,"powdery floral, jasmine, lemongrass",male,39,Singapore,gentle,Baby Care (Pampers)
6438,"sage, clean eucalyptus, jasmine",unisex,13,Philippines,sporty,Fresh Menthol Shampoo (Head & Shoulders)
6439,"powdery floral, bergamot, thyme",female,46,Pakistan,gentle,Laundry Fresh (Ariel/Tide)
6440,"powdery floral, lavender, coconut cream",male,65,Thailand,calming,Baby Care (Pampers)
6441,"lemongrass, vetiver, baby powder",female,59,Vietnam,fresh,Baby Care (Pampers)
6442,"thyme, icy mint, lime",male,59,Sweden,sporty,Dishwashing Fresh Lemon (Fairy)
6443,"rose petals, white musk, rosemary",unisex,60,Canada,calming,Baby Care (Pampers)
6444,"caramel, orchid, green tea",male,42,Indonesia,calming,Fresh Menthol Shampoo (Head & Shoulders)
6445,"basil, grapefruit, soft cotton",unisex,79,Germany,sporty,Laundry Fresh (Ariel/Tide)
6446,"clean eucalyptus, bergamot, white musk",male,30,Bangladesh,warm,Laundry Fresh (Ariel/Tide)
6447,"vetiver, jasmine, ocean breeze",female,80,South Korea,calming,Fresh Menthol Shampoo (Head & Shoulders)
